Indnum,Household heating < 70F,Household heating => 70F,Small kitchen appliance in the home,TV/computer use,Use of air conditioner,Use of heat pump,air travel - large plane,air travel - small  plane (<50 seats),bags of compost deposited (negative CF),bags of garbage disposed,bags of recycling deposited (negative CF),bath,car trips - 2+ people with multiple end points,car trips - driver and self,car trips- self only,hazardous or electric items disposed,large items disposed,shower - long (> 3 min),shower - short,trips using public ground transportation,use of  oven,use of clothes dryer,use of clothes washer,use of cooking range,use of dishwasher,use of self-clean feature of electric oven,wash-up
304,84.0,66.0,,24.0,49.0,48.0,49.0,,,46.0,,14.0,,32.0,50.0,,12.0,86.0,94.0,48.0,32.0,16.0,38.0,,20.0,15.0,37.0
305,92.0,92.0,,21.0,42.0,52.0,50.0,,,43.0,,14.0,,38.0,59.0,,20.0,83.0,82.0,59.0,32.0,19.0,35.0,,22.0,11.0,32.0
306,63.0,68.0,,26.0,49.0,48.0,47.0,,13.0,41.0,,11.0,,37.0,51.0,,18.0,91.0,98.0,55.0,34.0,20.0,42.0,,24.0,20.0,37.0
307,61.0,71.0,,22.0,44.0,53.0,44.0,,,46.0,,10.0,,40.0,50.0,,13.0,77.0,88.0,49.0,33.0,11.0,45.0,,20.0,15.0,33.0
308,81.0,84.0,,21.0,40.0,40.0,43.0,,,43.0,,9.0,,26.0,45.0,,19.0,82.0,88.0,46.0,34.0,15.0,29.0,,23.0,17.0,31.0
309,83.0,81.0,,27.0,40.0,44.0,48.0,,,48.0,,16.0,,19.0,51.0,,13.0,88.0,82.0,45.0,31.0,16.0,29.0,,25.0,19.0,43.0
310,73.0,81.0,,26.0,40.0,50.0,51.0,,,46.0,,18.0,,24.0,48.0,,15.0,76.0,83.0,59.0,32.0,21.0,43.0,,24.0,21.0,42.0
311,74.0,72.0,,30.0,55.0,41.0,50.0,,,44.0,,17.0,,30.0,57.0,,18.0,91.0,96.0,49.0,38.0,20.0,34.0,,20.0,12.0,41.0
312,86.0,62.0,,23.0,49.0,51.0,48.0,,,48.0,,11.0,,27.0,42.0,,20.0,78.0,98.0,47.0,33.0,14.0,34.0,,24.0,15.0,38.0
313,93.0,81.0,,27.0,47.0,55.0,49.0,,,43.0,,12.0,,24.0,54.0,,13.0,77.0,82.0,52.0,36.0,20.0,44.0,,24.0,17.0,43.0
314,92.0,91.0,,22.0,45.0,54.0,46.0,,,45.0,,15.0,,19.0,55.0,,14.0,75.0,86.0,42.0,36.0,14.0,33.0,,21.0,18.0,41.0
315,91.0,85.0,,24.0,49.0,44.0,41.0,,,42.0,,11.0,,26.0,49.0,,18.0,90.0,83.0,48.0,33.0,20.0,43.0,,20.0,13.0,41.0
316,62.0,63.0,,27.0,56.0,47.0,50.0,,,50.0,,17.0,,20.0,54.0,,13.0,88.0,86.0,58.0,39.0,20.0,45.0,,20.0,21.0,26.0
317,87.0,63.0,,22.0,52.0,52.0,47.0,,,51.0,,19.0,,39.0,62.0,,17.0,82.0,82.0,48.0,34.0,14.0,47.0,,25.0,14.0,25.0
318,66.0,83.0,,27.0,48.0,53.0,43.0,,,45.0,,20.0,,23.0,51.0,,12.0,92.0,89.0,53.0,37.0,18.0,40.0,,24.0,19.0,26.0
319,87.0,81.0,,26.0,47.0,46.0,47.0,,4.0,44.0,,17.0,,20.0,49.0,,17.0,90.0,94.0,60.0,35.0,20.0,45.0,,23.0,15.0,32.0
320,74.0,77.0,,21.0,48.0,42.0,42.0,,,42.0,,9.0,,23.0,48.0,,20.0,87.0,97.0,46.0,33.0,18.0,40.0,,23.0,17.0,32.0
321,60.0,68.0,,31.0,49.0,43.0,49.0,,,50.0,,14.0,,20.0,45.0,,13.0,82.0,88.0,55.0,33.0,12.0,27.0,,22.0,12.0,30.0
322,86.0,63.0,,27.0,41.0,51.0,46.0,,,48.0,,21.0,,22.0,43.0,,12.0,88.0,94.0,47.0,35.0,12.0,43.0,,23.0,14.0,31.0
323,87.0,84.0,,26.0,42.0,44.0,42.0,,,41.0,,20.0,,28.0,49.0,,17.0,89.0,94.0,60.0,35.0,12.0,28.0,,21.0,18.0,25.0
324,78.0,85.0,,27.0,47.0,46.0,43.0,,,48.0,,20.0,,36.0,59.0,,15.0,82.0,97.0,44.0,31.0,19.0,40.0,,23.0,21.0,34.0
325,74.0,65.0,,21.0,46.0,40.0,50.0,,,48.0,,9.0,,32.0,53.0,,15.0,81.0,94.0,61.0,34.0,19.0,48.0,,25.0,15.0,34.0
326,92.0,80.0,,21.0,40.0,51.0,42.0,,,41.0,,18.0,,38.0,44.0,,15.0,86.0,93.0,53.0,33.0,15.0,39.0,,22.0,19.0,24.0
327,63.0,89.0,,28.0,44.0,44.0,41.0,,,51.0,,18.0,,21.0,54.0,,19.0,92.0,95.0,60.0,40.0,15.0,43.0,,24.0,16.0,33.0
328,81.0,65.0,,31.0,52.0,47.0,50.0,,4.0,47.0,,14.0,,19.0,61.0,,19.0,86.0,88.0,50.0,32.0,20.0,36.0,,19.0,12.0,33.0
329,82.0,74.0,,21.0,39.0,50.0,44.0,,,48.0,,20.0,,19.0,61.0,,15.0,77.0,94.0,43.0,41.0,12.0,40.0,,19.0,11.0,36.0
330,78.0,85.0,,21.0,47.0,51.0,43.0,,4.0,41.0,,15.0,,35.0,55.0,,14.0,82.0,94.0,50.0,38.0,20.0,46.0,,20.0,14.0,36.0
331,80.0,92.0,,23.0,46.0,46.0,44.0,,,43.0,,16.0,,25.0,59.0,,20.0,92.0,82.0,58.0,31.0,13.0,41.0,,20.0,18.0,33.0
332,83.0,75.0,,31.0,42.0,49.0,41.0,,,45.0,,19.0,,19.0,52.0,,19.0,79.0,85.0,59.0,38.0,17.0,28.0,,21.0,18.0,35.0
333,75.0,85.0,,25.0,39.0,40.0,44.0,20.0,,48.0,,11.0,,25.0,54.0,,12.0,91.0,90.0,42.0,39.0,16.0,43.0,,20.0,18.0,26.0
334,81.0,80.0,,30.0,39.0,46.0,48.0,,,41.0,,14.0,,40.0,48.0,,15.0,87.0,90.0,57.0,37.0,11.0,46.0,,21.0,20.0,42.0
335,79.0,71.0,,31.0,43.0,51.0,45.0,,,50.0,,15.0,,22.0,51.0,,18.0,84.0,95.0,44.0,32.0,21.0,45.0,,25.0,21.0,40.0
336,74.0,86.0,,28.0,42.0,55.0,41.0,,,47.0,,19.0,,33.0,51.0,,13.0,85.0,92.0,58.0,33.0,15.0,34.0,,23.0,13.0,29.0
337,89.0,92.0,,27.0,49.0,50.0,50.0,,,49.0,,12.0,,29.0,42.0,,12.0,75.0,85.0,45.0,33.0,16.0,31.0,,22.0,15.0,32.0
338,79.0,63.0,,23.0,50.0,41.0,43.0,,,47.0,,19.0,,31.0,52.0,,14.0,74.0,94.0,48.0,38.0,17.0,33.0,,24.0,11.0,25.0
339,77.0,89.0,,28.0,57.0,47.0,42.0,,13.0,44.0,12.0,14.0,,34.0,52.0,,20.0,73.0,84.0,47.0,41.0,15.0,31.0,,21.0,15.0,35.0
340,67.0,93.0,,26.0,58.0,51.0,42.0,,,42.0,,13.0,,31.0,50.0,,19.0,83.0,87.0,59.0,36.0,21.0,47.0,,25.0,11.0,27.0
341,70.0,70.0,,21.0,41.0,49.0,46.0,,,46.0,,16.0,,24.0,60.0,,17.0,82.0,95.0,44.0,31.0,16.0,36.0,,23.0,20.0,32.0
342,87.0,89.0,,22.0,46.0,50.0,47.0,,,42.0,,13.0,,39.0,48.0,,13.0,75.0,89.0,55.0,33.0,14.0,44.0,,25.0,15.0,44.0
343,61.0,74.0,,21.0,42.0,55.0,43.0,,,43.0,,19.0,,29.0,56.0,,15.0,76.0,83.0,51.0,34.0,12.0,47.0,,24.0,13.0,34.0
344,92.0,92.0,,22.0,43.0,46.0,47.0,,,51.0,,13.0,,32.0,60.0,,18.0,72.0,94.0,61.0,32.0,21.0,47.0,,21.0,14.0,36.0
345,79.0,61.0,,27.0,50.0,43.0,42.0,,,49.0,,21.0,,22.0,45.0,,19.0,90.0,82.0,44.0,37.0,20.0,47.0,,19.0,15.0,39.0
346,85.0,91.0,,28.0,50.0,46.0,45.0,,,49.0,,18.0,,31.0,61.0,,20.0,83.0,82.0,56.0,37.0,17.0,36.0,,22.0,16.0,26.0
347,68.0,72.0,,27.0,58.0,48.0,48.0,,,44.0,,18.0,,32.0,53.0,,19.0,91.0,82.0,61.0,41.0,16.0,35.0,,20.0,18.0,33.0
348,74.0,90.0,,24.0,54.0,41.0,41.0,,,41.0,,14.0,,31.0,54.0,,19.0,81.0,96.0,60.0,40.0,11.0,45.0,,19.0,11.0,31.0
349,77.0,83.0,,28.0,53.0,43.0,50.0,,18.0,41.0,16.0,13.0,,27.0,46.0,,18.0,83.0,98.0,53.0,37.0,13.0,28.0,,23.0,11.0,44.0
350,80.0,81.0,,30.0,51.0,53.0,50.0,,,44.0,,20.0,,33.0,43.0,,14.0,88.0,97.0,53.0,41.0,17.0,27.0,,22.0,17.0,28.0
351,88.0,65.0,,31.0,40.0,53.0,45.0,32.0,,49.0,,15.0,,33.0,50.0,,16.0,89.0,84.0,57.0,32.0,18.0,27.0,,21.0,16.0,29.0
352,80.0,74.0,,28.0,47.0,41.0,43.0,,,44.0,,16.0,,24.0,44.0,,16.0,76.0,97.0,44.0,34.0,11.0,29.0,,21.0,16.0,25.0
353,92.0,63.0,,25.0,50.0,49.0,45.0,,,44.0,,13.0,,29.0,62.0,,12.0,76.0,98.0,52.0,35.0,11.0,34.0,,21.0,15.0,41.0
354,72.0,63.0,,26.0,53.0,43.0,41.0,,,47.0,,22.0,,25.0,48.0,,13.0,76.0,96.0,47.0,36.0,20.0,47.0,,20.0,14.0,39.0
355,86.0,91.0,,23.0,45.0,51.0,42.0,,,43.0,,18.0,,21.0,50.0,,20.0,82.0,97.0,52.0,38.0,16.0,39.0,,25.0,20.0,24.0
356,82.0,62.0,,24.0,38.0,48.0,44.0,,,49.0,,21.0,,27.0,48.0,,15.0,77.0,96.0,53.0,34.0,18.0,37.0,,19.0,21.0,42.0
357,63.0,73.0,,25.0,45.0,47.0,46.0,,,47.0,,13.0,,24.0,46.0,,16.0,81.0,92.0,59.0,34.0,11.0,47.0,,21.0,13.0,35.0
358,74.0,63.0,,31.0,51.0,51.0,48.0,,,46.0,,22.0,,25.0,52.0,,12.0,74.0,85.0,45.0,38.0,14.0,39.0,,23.0,17.0,26.0
359,66.0,68.0,,22.0,47.0,53.0,49.0,,11.0,42.0,,15.0,,19.0,47.0,,14.0,73.0,92.0,46.0,41.0,13.0,32.0,,19.0,21.0,38.0
360,72.0,66.0,,31.0,54.0,47.0,45.0,,,46.0,,10.0,,29.0,50.0,,15.0,87.0,86.0,58.0,37.0,12.0,46.0,,25.0,13.0,27.0
361,64.0,75.0,,21.0,57.0,41.0,41.0,,,44.0,,12.0,,20.0,42.0,,17.0,90.0,93.0,50.0,35.0,15.0,41.0,,19.0,14.0,44.0
362,80.0,88.0,,25.0,57.0,50.0,47.0,,,45.0,,11.0,,27.0,45.0,,13.0,83.0,84.0,43.0,37.0,20.0,28.0,,24.0,11.0,36.0
363,69.0,72.0,,22.0,45.0,52.0,45.0,,,43.0,,12.0,,40.0,61.0,,18.0,79.0,86.0,58.0,36.0,21.0,41.0,,19.0,16.0,26.0
364,88.0,88.0,,26.0,56.0,46.0,47.0,,,49.0,,21.0,,26.0,49.0,,17.0,76.0,85.0,51.0,35.0,16.0,34.0,,22.0,11.0,38.0
365,86.0,67.0,,25.0,43.0,50.0,51.0,,,48.0,,13.0,,20.0,46.0,,13.0,73.0,92.0,43.0,34.0,21.0,27.0,,19.0,15.0,35.0
366,89.0,60.0,,30.0,49.0,51.0,50.0,,,48.0,,19.0,,31.0,59.0,,20.0,84.0,87.0,48.0,39.0,20.0,39.0,,23.0,15.0,32.0
367,66.0,67.0,,27.0,51.0,50.0,43.0,,,42.0,,21.0,,23.0,60.0,,16.0,83.0,97.0,50.0,38.0,13.0,41.0,,19.0,13.0,38.0
368,81.0,71.0,,28.0,44.0,46.0,49.0,,,42.0,,14.0,,37.0,46.0,,12.0,89.0,96.0,56.0,41.0,12.0,39.0,,22.0,21.0,38.0
369,84.0,66.0,,27.0,54.0,50.0,46.0,,,41.0,,19.0,,19.0,48.0,,16.0,73.0,96.0,58.0,35.0,15.0,48.0,,22.0,17.0,42.0
370,66.0,91.0,,28.0,45.0,51.0,43.0,,,51.0,,15.0,,29.0,42.0,,15.0,86.0,90.0,50.0,40.0,13.0,47.0,,21.0,17.0,27.0
371,69.0,71.0,,22.0,38.0,54.0,51.0,,,50.0,,10.0,,23.0,54.0,,15.0,85.0,91.0,57.0,40.0,11.0,37.0,,21.0,20.0,34.0
372,62.0,66.0,,27.0,44.0,54.0,51.0,,13.0,41.0,,10.0,,28.0,51.0,,15.0,84.0,94.0,51.0,31.0,18.0,43.0,,24.0,19.0,43.0
373,78.0,91.0,,24.0,48.0,47.0,41.0,,,49.0,,15.0,,26.0,56.0,,20.0,87.0,90.0,62.0,38.0,18.0,43.0,,23.0,19.0,42.0
374,76.0,92.0,,24.0,40.0,49.0,41.0,,,47.0,,10.0,,34.0,51.0,,14.0,77.0,93.0,42.0,32.0,11.0,27.0,,21.0,17.0,28.0
375,85.0,61.0,,28.0,47.0,53.0,48.0,,,46.0,,12.0,,30.0,53.0,,13.0,87.0,91.0,60.0,36.0,14.0,29.0,,23.0,12.0,33.0
376,81.0,79.0,,25.0,41.0,55.0,50.0,,,48.0,,13.0,,21.0,59.0,,14.0,74.0,97.0,60.0,39.0,17.0,37.0,,21.0,17.0,27.0
377,79.0,79.0,,25.0,50.0,51.0,41.0,,,47.0,,11.0,,25.0,59.0,,14.0,72.0,95.0,59.0,35.0,12.0,38.0,,23.0,17.0,37.0
378,72.0,89.0,,26.0,51.0,40.0,46.0,,,47.0,,14.0,,32.0,62.0,,16.0,90.0,98.0,59.0,38.0,16.0,32.0,,23.0,15.0,41.0
379,93.0,80.0,,24.0,44.0,49.0,46.0,,,46.0,,17.0,,28.0,49.0,,17.0,89.0,87.0,62.0,31.0,21.0,42.0,,20.0,13.0,34.0
380,88.0,64.0,,21.0,41.0,41.0,42.0,,,45.0,,18.0,,30.0,61.0,,18.0,88.0,89.0,60.0,31.0,16.0,27.0,,22.0,13.0,24.0
381,82.0,85.0,,31.0,57.0,43.0,51.0,,,46.0,,12.0,,19.0,48.0,,17.0,81.0,87.0,61.0,39.0,13.0,41.0,,24.0,18.0,25.0
382,64.0,83.0,,24.0,41.0,48.0,44.0,,,51.0,,17.0,,33.0,43.0,,20.0,80.0,93.0,52.0,34.0,19.0,37.0,,24.0,21.0,32.0
383,80.0,93.0,,29.0,49.0,53.0,45.0,33.0,,45.0,,18.0,,37.0,52.0,,17.0,89.0,98.0,55.0,33.0,18.0,42.0,,21.0,18.0,36.0
384,93.0,60.0,,28.0,49.0,54.0,42.0,,,42.0,,15.0,,23.0,47.0,,16.0,87.0,86.0,47.0,39.0,20.0,45.0,,22.0,12.0,26.0
385,83.0,61.0,,23.0,42.0,40.0,45.0,,,50.0,,16.0,,23.0,61.0,,12.0,76.0,88.0,54.0,38.0,16.0,40.0,,23.0,11.0,25.0
386,86.0,89.0,,22.0,51.0,55.0,41.0,,,46.0,,17.0,,30.0,58.0,,12.0,87.0,95.0,43.0,33.0,12.0,40.0,,20.0,12.0,24.0
387,93.0,76.0,,24.0,51.0,51.0,48.0,,,45.0,,20.0,,26.0,50.0,,15.0,79.0,97.0,44.0,36.0,15.0,40.0,,23.0,21.0,43.0
388,91.0,84.0,,26.0,46.0,45.0,44.0,21.0,,42.0,,22.0,,26.0,52.0,,13.0,72.0,89.0,55.0,37.0,14.0,44.0,,19.0,15.0,31.0
389,92.0,64.0,,21.0,46.0,50.0,43.0,,,46.0,,19.0,,28.0,55.0,,14.0,90.0,93.0,42.0,35.0,17.0,30.0,,19.0,14.0,40.0
390,92.0,72.0,,21.0,39.0,54.0,48.0,30.0,,41.0,8.0,20.0,,27.0,46.0,,14.0,83.0,97.0,56.0,32.0,19.0,30.0,,20.0,14.0,35.0
391,83.0,60.0,,29.0,44.0,44.0,49.0,,,50.0,,11.0,,32.0,57.0,,18.0,88.0,92.0,58.0,39.0,15.0,38.0,,24.0,12.0,26.0
392,73.0,93.0,,24.0,43.0,45.0,44.0,,,44.0,,18.0,,30.0,47.0,,18.0,91.0,90.0,52.0,32.0,12.0,39.0,,21.0,21.0,36.0
393,72.0,71.0,,31.0,58.0,54.0,41.0,,,51.0,,9.0,,33.0,59.0,,15.0,80.0,98.0,55.0,39.0,20.0,30.0,,22.0,13.0,29.0
394,70.0,73.0,,23.0,49.0,43.0,50.0,,,48.0,,19.0,,20.0,52.0,,16.0,90.0,83.0,53.0,35.0,19.0,32.0,,21.0,13.0,30.0
395,83.0,91.0,,22.0,48.0,54.0,51.0,,,46.0,,12.0,,23.0,53.0,,16.0,84.0,84.0,43.0,40.0,12.0,32.0,,21.0,13.0,42.0
396,87.0,62.0,,30.0,54.0,55.0,44.0,,,42.0,,17.0,,37.0,59.0,,17.0,86.0,88.0,61.0,39.0,12.0,42.0,,25.0,18.0,26.0
397,68.0,92.0,,24.0,45.0,47.0,49.0,20.0,,44.0,,10.0,,24.0,46.0,,14.0,87.0,93.0,59.0,33.0,17.0,30.0,,22.0,19.0,33.0
398,76.0,86.0,,21.0,41.0,40.0,50.0,,,50.0,,10.0,,20.0,48.0,,12.0,77.0,96.0,49.0,40.0,20.0,43.0,,22.0,16.0,37.0
399,67.0,91.0,,31.0,53.0,48.0,45.0,,13.0,43.0,,9.0,,26.0,55.0,,16.0,91.0,82.0,52.0,34.0,12.0,48.0,,24.0,16.0,35.0
400,60.0,90.0,,24.0,50.0,47.0,45.0,,,45.0,,15.0,,30.0,43.0,,20.0,80.0,84.0,45.0,41.0,11.0,27.0,,20.0,13.0,43.0
401,66.0,92.0,,31.0,50.0,49.0,45.0,,,44.0,,19.0,,22.0,50.0,,15.0,85.0,92.0,52.0,36.0,17.0,27.0,,22.0,16.0,35.0
402,68.0,65.0,,21.0,44.0,54.0,51.0,,,45.0,,18.0,,28.0,55.0,,18.0,76.0,96.0,49.0,38.0,20.0,46.0,,25.0,18.0,44.0
403,82.0,64.0,,27.0,53.0,48.0,43.0,,,47.0,,13.0,,38.0,54.0,,15.0,82.0,98.0,55.0,40.0,16.0,38.0,,24.0,20.0,30.0
404,63.0,76.0,,31.0,51.0,43.0,41.0,,11.0,42.0,,9.0,,19.0,55.0,,14.0,73.0,82.0,48.0,37.0,13.0,37.0,,23.0,15.0,35.0
405,85.0,64.0,,27.0,58.0,43.0,51.0,,,51.0,,22.0,,20.0,51.0,,20.0,89.0,83.0,51.0,36.0,21.0,41.0,,20.0,20.0,32.0
406,69.0,80.0,,30.0,58.0,40.0,41.0,,,46.0,,15.0,,36.0,45.0,,14.0,73.0,95.0,61.0,41.0,13.0,37.0,,24.0,14.0,42.0
407,74.0,88.0,,22.0,56.0,44.0,46.0,,,45.0,,15.0,,26.0,56.0,,16.0,82.0,82.0,45.0,36.0,19.0,35.0,,25.0,16.0,37.0
408,87.0,85.0,,27.0,56.0,51.0,50.0,,,46.0,,22.0,,33.0,49.0,,14.0,90.0,85.0,43.0,38.0,14.0,38.0,,24.0,18.0,40.0
409,69.0,80.0,,27.0,49.0,53.0,48.0,,6.0,44.0,,21.0,,25.0,55.0,,12.0,92.0,97.0,61.0,39.0,18.0,34.0,,24.0,13.0,44.0
410,66.0,85.0,,31.0,40.0,52.0,48.0,,,47.0,,11.0,,38.0,43.0,,17.0,88.0,98.0,55.0,38.0,11.0,37.0,,24.0,20.0,33.0
411,89.0,88.0,,30.0,55.0,53.0,46.0,,,41.0,,19.0,,24.0,59.0,,18.0,91.0,88.0,43.0,37.0,12.0,40.0,,20.0,12.0,28.0
412,69.0,79.0,,25.0,53.0,42.0,41.0,,,42.0,,18.0,,32.0,52.0,,12.0,80.0,97.0,48.0,38.0,13.0,30.0,,24.0,12.0,28.0
413,84.0,76.0,,22.0,43.0,44.0,51.0,,4.0,47.0,,22.0,,25.0,48.0,,13.0,79.0,89.0,49.0,41.0,11.0,43.0,,19.0,11.0,29.0
414,89.0,83.0,,28.0,50.0,52.0,44.0,,,49.0,,9.0,,38.0,55.0,,14.0,78.0,94.0,49.0,39.0,18.0,39.0,,25.0,18.0,38.0
415,76.0,78.0,,28.0,50.0,49.0,42.0,,,50.0,,17.0,,30.0,56.0,,17.0,89.0,94.0,61.0,31.0,16.0,38.0,,19.0,11.0,39.0
416,72.0,75.0,,23.0,39.0,42.0,45.0,,4.0,45.0,,14.0,,27.0,52.0,,17.0,83.0,97.0,48.0,38.0,21.0,35.0,,24.0,18.0,37.0
417,77.0,65.0,,23.0,49.0,54.0,44.0,27.0,,45.0,,18.0,,22.0,44.0,,13.0,80.0,98.0,43.0,38.0,13.0,30.0,,22.0,12.0,41.0
418,68.0,82.0,,21.0,48.0,53.0,49.0,20.0,,47.0,,11.0,,30.0,46.0,,14.0,86.0,90.0,53.0,36.0,21.0,33.0,,25.0,11.0,24.0
419,78.0,90.0,,30.0,53.0,43.0,48.0,,,47.0,,11.0,,20.0,56.0,,20.0,91.0,96.0,62.0,34.0,21.0,41.0,,24.0,17.0,29.0
420,88.0,68.0,,29.0,45.0,45.0,50.0,,15.0,50.0,4.0,14.0,,26.0,50.0,,17.0,73.0,88.0,46.0,39.0,12.0,29.0,,19.0,18.0,38.0
421,93.0,68.0,,29.0,53.0,42.0,41.0,,,45.0,,15.0,,39.0,57.0,,17.0,84.0,89.0,54.0,33.0,20.0,36.0,,19.0,21.0,25.0
422,91.0,63.0,,30.0,51.0,51.0,44.0,,,48.0,,16.0,,29.0,52.0,,15.0,72.0,96.0,49.0,32.0,13.0,33.0,,24.0,16.0,26.0
423,83.0,75.0,,24.0,43.0,51.0,41.0,,,41.0,,13.0,,34.0,56.0,,15.0,88.0,95.0,46.0,33.0,17.0,43.0,,24.0,13.0,39.0
424,87.0,73.0,,21.0,58.0,49.0,42.0,,9.0,46.0,,21.0,,20.0,46.0,,20.0,88.0,87.0,53.0,36.0,21.0,36.0,,24.0,11.0,43.0
425,72.0,91.0,,29.0,57.0,40.0,42.0,,,47.0,,17.0,,22.0,58.0,,17.0,82.0,88.0,47.0,41.0,21.0,36.0,,20.0,20.0,35.0
426,92.0,74.0,,27.0,54.0,49.0,48.0,,,49.0,,15.0,,27.0,61.0,,20.0,79.0,85.0,51.0,37.0,19.0,36.0,,25.0,12.0,33.0
427,65.0,60.0,,28.0,44.0,55.0,47.0,,,42.0,,10.0,,40.0,42.0,,18.0,79.0,93.0,62.0,39.0,13.0,35.0,,24.0,11.0,32.0
428,88.0,86.0,,31.0,47.0,52.0,50.0,,11.0,50.0,,12.0,,28.0,55.0,,13.0,76.0,94.0,61.0,37.0,13.0,27.0,,21.0,19.0,32.0
429,88.0,79.0,,31.0,51.0,47.0,41.0,,,41.0,,14.0,,21.0,61.0,,14.0,87.0,83.0,60.0,40.0,15.0,36.0,,21.0,18.0,25.0
430,92.0,83.0,,30.0,52.0,49.0,48.0,22.0,,50.0,,12.0,,28.0,55.0,,17.0,86.0,88.0,45.0,37.0,13.0,40.0,,24.0,19.0,35.0
431,86.0,80.0,,26.0,58.0,53.0,46.0,,,47.0,,18.0,,34.0,55.0,,16.0,90.0,97.0,48.0,37.0,20.0,27.0,,23.0,16.0,41.0
432,84.0,64.0,,28.0,41.0,40.0,41.0,,,48.0,,16.0,,32.0,44.0,,15.0,82.0,87.0,45.0,41.0,18.0,34.0,,23.0,15.0,35.0
433,63.0,67.0,,31.0,48.0,54.0,50.0,,,48.0,12.0,21.0,,38.0,53.0,,17.0,90.0,94.0,48.0,35.0,15.0,42.0,,19.0,15.0,40.0
434,61.0,82.0,,31.0,54.0,43.0,42.0,,,43.0,,12.0,,25.0,54.0,,18.0,77.0,92.0,45.0,36.0,11.0,38.0,,20.0,20.0,33.0
435,62.0,71.0,,25.0,55.0,44.0,43.0,31.0,,41.0,,13.0,,27.0,62.0,,17.0,78.0,87.0,57.0,32.0,13.0,33.0,,19.0,16.0,38.0
436,63.0,71.0,,29.0,56.0,47.0,46.0,,13.0,41.0,,15.0,,38.0,61.0,,16.0,83.0,93.0,56.0,41.0,15.0,41.0,,23.0,13.0,29.0
437,92.0,68.0,,27.0,49.0,51.0,45.0,,,49.0,,17.0,,34.0,56.0,,15.0,74.0,89.0,52.0,34.0,14.0,33.0,,24.0,20.0,30.0
438,79.0,68.0,,25.0,50.0,50.0,41.0,,,48.0,,11.0,,30.0,54.0,,12.0,80.0,87.0,48.0,41.0,11.0,41.0,,24.0,21.0,24.0
439,81.0,64.0,,21.0,47.0,42.0,43.0,,,49.0,,17.0,,22.0,54.0,,18.0,82.0,82.0,50.0,37.0,12.0,28.0,,24.0,14.0,33.0
440,82.0,75.0,,27.0,44.0,45.0,50.0,,,48.0,,9.0,,29.0,50.0,,14.0,87.0,87.0,54.0,39.0,16.0,42.0,,24.0,20.0,41.0
441,92.0,84.0,,22.0,50.0,40.0,50.0,,,51.0,,14.0,,32.0,47.0,,13.0,75.0,92.0,43.0,38.0,15.0,43.0,,22.0,18.0,28.0
442,92.0,77.0,,21.0,54.0,52.0,41.0,,,46.0,,15.0,,25.0,54.0,,13.0,90.0,96.0,44.0,36.0,15.0,33.0,,22.0,13.0,34.0
443,68.0,84.0,,28.0,58.0,46.0,51.0,,6.0,51.0,,10.0,,27.0,53.0,,20.0,78.0,88.0,48.0,40.0,13.0,27.0,,20.0,14.0,43.0
444,72.0,70.0,,31.0,46.0,42.0,49.0,,,49.0,,17.0,,23.0,44.0,,17.0,74.0,85.0,43.0,41.0,19.0,48.0,,20.0,12.0,35.0
445,83.0,66.0,,28.0,41.0,49.0,51.0,,,45.0,,14.0,,27.0,42.0,,14.0,74.0,90.0,50.0,31.0,11.0,37.0,,24.0,16.0,44.0
446,84.0,64.0,,21.0,38.0,49.0,47.0,,6.0,50.0,,20.0,,20.0,45.0,,17.0,88.0,83.0,59.0,37.0,15.0,36.0,,20.0,16.0,35.0
447,85.0,63.0,,28.0,54.0,45.0,42.0,,,44.0,,18.0,,21.0,47.0,,12.0,77.0,85.0,52.0,36.0,12.0,43.0,,24.0,21.0,40.0
448,69.0,84.0,,24.0,44.0,52.0,46.0,,18.0,43.0,,9.0,,31.0,47.0,,20.0,85.0,97.0,43.0,39.0,14.0,39.0,,22.0,17.0,34.0
449,81.0,78.0,,28.0,44.0,49.0,47.0,,,48.0,,10.0,,19.0,47.0,,13.0,90.0,93.0,62.0,38.0,17.0,43.0,,20.0,12.0,24.0
450,67.0,80.0,,26.0,42.0,52.0,47.0,,11.0,41.0,,13.0,,38.0,55.0,,12.0,86.0,84.0,52.0,31.0,16.0,28.0,,24.0,11.0,41.0
451,73.0,89.0,,24.0,49.0,50.0,46.0,,,50.0,,21.0,,21.0,58.0,,16.0,73.0,92.0,43.0,41.0,15.0,37.0,,23.0,13.0,42.0
452,70.0,87.0,,27.0,54.0,41.0,44.0,,,41.0,,18.0,,30.0,61.0,,19.0,87.0,92.0,57.0,32.0,17.0,27.0,,24.0,15.0,29.0
453,87.0,89.0,,25.0,50.0,55.0,51.0,,,43.0,,9.0,,19.0,56.0,,13.0,91.0,89.0,45.0,34.0,20.0,43.0,,22.0,12.0,41.0
454,63.0,70.0,,28.0,49.0,53.0,48.0,,,47.0,,17.0,,25.0,52.0,,20.0,75.0,84.0,57.0,37.0,21.0,29.0,,19.0,21.0,39.0
455,68.0,60.0,,27.0,46.0,49.0,42.0,,11.0,48.0,,19.0,,38.0,49.0,,16.0,81.0,95.0,57.0,32.0,14.0,43.0,,22.0,18.0,40.0
456,88.0,90.0,,28.0,47.0,47.0,46.0,,,49.0,,15.0,,31.0,53.0,,14.0,82.0,94.0,56.0,33.0,20.0,41.0,,23.0,19.0,27.0
