Indnum,Household heating < 70F,Household heating => 70F,Small kitchen appliance in the home,TV/computer use,Use of air conditioner,Use of heat pump,air travel - large plane,air travel - small  plane (<50 seats),bags of compost deposited (negative CF),bags of garbage disposed,bags of recycling deposited (negative CF),bath,car trips - 2+ people with multiple end points,car trips - driver and self,car trips- self only,hazardous or electric items disposed,large items disposed,shower - long (> 3 min),shower - short,trips using public ground transportation,use of  oven,use of clothes dryer,use of clothes washer,use of cooking range,use of dishwasher,use of self-clean feature of electric oven,wash-up
247,2.0,2.0,0.0,58.0,25.0,0.0,32.92,0.0,4.0,17.0,0.0,0.0,0.0,10.0,357.0,1.0,1.0,23.0,8.0,18.0,8.0,2.0,2.0,0.0,0.0,1.0,55.0
248,6.0,4.0,0.0,61.0,28.0,0.0,27.16,0.0,0.0,18.0,0.0,0.0,18.0,36.0,350.0,0.0,2.0,28.0,4.0,14.0,11.0,1.0,2.0,0.0,0.0,1.0,44.0
249,2.0,2.0,0.0,63.0,16.0,0.0,37.39,0.0,0.0,28.0,0.0,0.0,0.0,33.0,263.0,0.0,2.0,21.0,5.0,13.0,12.0,3.0,2.0,0.0,11.0,1.0,34.0
250,1.0,8.0,0.0,60.0,19.0,0.0,21.95,0.0,0.0,23.0,0.0,0.0,15.0,32.0,367.0,0.0,2.0,11.0,3.0,14.0,8.0,2.0,5.0,0.0,18.0,1.0,42.0
251,8.0,9.0,0.0,62.0,21.0,0.0,35.49,0.0,0.0,19.0,0.0,0.0,0.0,14.0,330.0,0.0,2.0,31.0,2.0,19.0,12.0,1.0,2.0,0.0,0.0,3.0,34.0
252,5.0,10.0,0.0,60.0,19.0,0.0,39.26,0.0,0.0,20.0,0.0,0.0,0.0,12.0,383.0,0.0,2.0,27.0,8.0,15.0,8.0,1.0,6.0,0.0,0.0,1.0,49.0
253,7.0,8.0,0.0,64.0,22.0,0.0,37.97,0.0,0.0,24.0,0.0,0.0,0.0,40.0,341.0,0.0,0.0,29.0,3.0,19.0,10.0,3.0,4.0,0.0,0.0,1.0,41.0
254,6.0,2.0,0.0,61.0,15.0,0.0,38.02,0.0,6.0,18.0,0.0,0.0,30.0,36.0,302.0,0.0,1.0,13.0,3.0,15.0,9.0,2.0,5.0,0.0,0.0,2.0,45.0
255,3.0,5.0,0.0,58.0,23.0,0.0,29.17,0.0,0.0,21.0,0.0,0.0,30.0,32.0,379.0,0.0,1.0,19.0,3.0,14.0,9.0,3.0,4.0,7.0,0.0,4.0,33.0
256,2.0,2.0,0.0,63.0,20.0,0.0,36.02,0.0,0.0,22.0,0.0,0.0,0.0,23.0,424.0,0.0,0.0,35.0,4.0,13.0,11.0,4.0,7.0,0.0,0.0,1.0,48.0
257,5.0,10.0,0.0,59.0,12.0,0.0,32.13,0.0,0.0,20.0,0.0,0.0,30.0,34.0,404.0,0.0,0.0,35.0,3.0,17.0,11.0,3.0,7.0,0.0,0.0,3.0,33.0
258,4.0,4.0,0.0,61.0,22.0,0.0,39.31,0.0,0.0,20.0,0.0,0.0,23.0,23.0,462.0,0.0,2.0,17.0,7.0,16.0,11.0,1.0,8.0,0.0,0.0,1.0,55.0
259,5.0,5.0,0.0,59.0,14.0,0.0,27.7,5.31,0.0,21.0,0.0,0.0,27.0,15.0,258.0,0.0,2.0,17.0,3.0,17.0,10.0,2.0,4.0,0.0,0.0,2.0,32.0
260,5.0,7.0,0.0,60.0,12.0,0.0,30.82,0.0,0.0,26.0,0.0,0.0,15.0,12.0,395.0,0.0,0.0,21.0,2.0,12.0,10.0,3.0,2.0,0.0,0.0,1.0,43.0
261,3.0,7.0,0.0,64.0,28.0,0.0,32.01,0.0,0.0,18.0,0.0,0.0,0.0,38.0,355.0,0.0,0.0,26.0,7.0,12.0,10.0,3.0,5.0,0.0,0.0,2.0,48.0
262,4.0,9.0,0.0,60.0,19.0,0.0,23.37,0.0,0.0,17.0,0.0,0.0,0.0,30.0,334.0,0.0,0.0,37.0,2.0,17.0,11.0,1.0,7.0,0.0,0.0,4.0,44.0
263,7.0,5.0,0.0,63.0,20.0,0.0,28.01,0.0,0.0,28.0,0.0,0.0,0.0,36.0,452.0,0.0,2.0,33.0,7.0,13.0,10.0,2.0,8.0,0.0,0.0,4.0,34.0
264,4.0,10.0,0.0,60.0,21.0,0.0,30.41,0.0,0.0,24.0,0.0,0.0,10.0,11.0,283.0,0.0,0.0,17.0,7.0,15.0,12.0,1.0,7.0,0.0,0.0,4.0,48.0
265,5.0,5.0,0.0,59.0,22.0,0.0,26.03,0.0,0.0,19.0,0.0,0.0,29.0,19.0,428.0,0.0,0.0,19.0,7.0,18.0,11.0,1.0,8.0,0.0,0.0,1.0,55.0
266,7.0,5.0,0.0,61.0,28.0,0.0,32.09,0.0,0.0,23.0,0.0,0.0,12.0,20.0,309.0,0.0,0.0,20.0,5.0,16.0,10.0,4.0,5.0,0.0,0.0,3.0,48.0
267,5.0,4.0,0.0,64.0,18.0,0.0,22.87,0.0,0.0,21.0,0.0,0.0,25.0,26.0,433.0,0.0,2.0,27.0,5.0,12.0,11.0,3.0,6.0,0.0,0.0,4.0,45.0
268,7.0,9.0,0.0,62.0,12.0,0.0,39.23,0.0,0.0,27.0,0.0,0.0,0.0,13.0,301.0,0.0,0.0,36.0,3.0,15.0,8.0,4.0,5.0,0.0,0.0,4.0,34.0
269,1.0,4.0,0.0,63.0,21.0,0.0,20.99,0.0,0.0,25.0,0.0,0.0,0.0,10.0,440.0,0.0,0.0,20.0,8.0,14.0,10.0,1.0,5.0,0.0,0.0,4.0,43.0
270,1.0,7.0,0.0,62.0,27.0,0.0,28.7,0.0,0.0,19.0,0.0,6.0,0.0,37.0,314.0,0.0,0.0,32.0,6.0,14.0,10.0,2.0,7.0,0.0,0.0,4.0,51.0
271,5.0,2.0,0.0,61.0,14.0,0.0,21.35,0.0,0.0,19.0,0.0,0.0,0.0,40.0,271.0,0.0,1.0,29.0,8.0,15.0,10.0,3.0,8.0,0.0,0.0,2.0,35.0
272,10.0,6.0,0.0,62.0,23.0,0.0,21.08,0.0,0.0,20.0,0.0,0.0,12.0,18.0,373.0,0.0,2.0,12.0,7.0,13.0,11.0,3.0,2.0,0.0,0.0,4.0,33.0
273,8.0,7.0,0.0,62.0,16.0,0.0,22.41,0.0,0.0,25.0,5.0,4.0,15.0,16.0,401.0,0.0,1.0,36.0,8.0,13.0,9.0,2.0,5.0,0.0,0.0,1.0,36.0
274,7.0,1.0,0.0,58.0,18.0,0.0,30.14,0.0,0.0,21.0,0.0,0.0,25.0,11.0,300.0,0.0,2.0,20.0,8.0,13.0,10.0,4.0,2.0,0.0,0.0,4.0,50.0
275,1.0,8.0,0.0,64.0,26.0,0.0,26.47,0.0,0.0,22.0,0.0,0.0,0.0,22.0,411.0,0.0,0.0,23.0,7.0,13.0,8.0,3.0,7.0,12.0,0.0,4.0,32.0
276,1.0,2.0,0.0,59.0,19.0,0.0,27.69,5.43,0.0,19.0,0.0,0.0,24.0,40.0,377.0,0.0,1.0,28.0,6.0,14.0,9.0,4.0,2.0,0.0,0.0,4.0,37.0
277,2.0,10.0,0.0,63.0,32.0,0.0,38.66,0.0,2.0,22.0,0.0,0.0,0.0,40.0,407.0,0.0,1.0,17.0,7.0,18.0,12.0,4.0,2.0,0.0,0.0,3.0,40.0
278,9.0,5.0,0.0,63.0,19.0,0.0,26.67,0.0,0.0,22.0,0.0,0.0,13.0,24.0,350.0,0.0,0.0,28.0,6.0,12.0,9.0,2.0,2.0,0.0,0.0,3.0,36.0
279,4.0,8.0,0.0,62.0,19.0,0.0,29.91,0.0,2.0,19.0,0.0,0.0,0.0,36.0,430.0,0.0,1.0,30.0,8.0,18.0,10.0,2.0,3.0,0.0,0.0,4.0,41.0
280,6.0,3.0,0.0,60.0,24.0,0.0,22.55,0.0,0.0,17.0,0.0,0.0,12.0,10.0,424.0,0.0,1.0,25.0,4.0,12.0,10.0,3.0,5.0,0.0,0.0,3.0,50.0
281,1.0,4.0,0.0,62.0,21.0,0.0,27.58,0.0,0.0,19.0,0.0,0.0,16.0,38.0,296.0,0.0,1.0,11.0,4.0,12.0,10.0,4.0,5.0,0.0,0.0,3.0,52.0
282,9.0,6.0,0.0,63.0,26.0,0.0,24.57,0.0,0.0,17.0,0.0,0.0,21.0,18.0,448.0,0.0,1.0,19.0,5.0,13.0,12.0,4.0,7.0,0.0,0.0,3.0,38.0
283,2.0,1.0,0.0,58.0,31.0,0.0,37.47,0.0,0.0,28.0,0.0,0.0,16.0,28.0,424.0,0.0,2.0,10.0,6.0,17.0,11.0,3.0,4.0,0.0,0.0,1.0,34.0
284,8.0,9.0,0.0,58.0,17.0,0.0,38.6,0.0,0.0,25.0,4.0,0.0,21.0,11.0,391.0,0.0,0.0,40.0,8.0,18.0,8.0,2.0,3.0,0.0,0.0,1.0,43.0
285,5.0,6.0,0.0,64.0,23.0,0.0,20.49,0.0,0.0,25.0,0.0,0.0,0.0,16.0,312.0,0.0,1.0,10.0,8.0,15.0,11.0,4.0,5.0,0.0,0.0,1.0,47.0
286,4.0,8.0,0.0,62.0,26.0,0.0,35.56,0.0,2.0,22.0,0.0,0.0,0.0,29.0,385.0,0.0,1.0,18.0,5.0,17.0,12.0,2.0,6.0,0.0,0.0,3.0,51.0
287,7.0,6.0,0.0,62.0,21.0,0.0,39.26,0.0,0.0,28.0,0.0,0.0,0.0,39.0,448.0,0.0,0.0,31.0,6.0,15.0,10.0,3.0,3.0,0.0,0.0,2.0,41.0
288,9.0,8.0,0.0,59.0,30.0,0.0,39.26,0.0,0.0,19.0,0.0,0.0,25.0,28.0,413.0,0.0,0.0,28.0,8.0,18.0,12.0,1.0,2.0,0.0,0.0,4.0,37.0
289,7.0,10.0,0.0,63.0,20.0,0.0,37.68,0.0,6.0,26.0,0.0,0.0,0.0,16.0,362.0,0.0,2.0,29.0,4.0,18.0,10.0,1.0,8.0,0.0,0.0,4.0,35.0
290,4.0,3.0,0.0,64.0,27.0,0.0,30.01,0.0,3.0,23.0,0.0,0.0,18.0,14.0,336.0,0.0,1.0,25.0,2.0,15.0,12.0,4.0,6.0,0.0,0.0,1.0,39.0
291,4.0,4.0,56.0,59.0,15.0,0.0,35.44,0.0,0.0,27.0,0.0,0.0,17.0,17.0,359.0,0.0,0.0,17.0,4.0,12.0,10.0,4.0,6.0,0.0,0.0,4.0,51.0
292,10.0,7.0,0.0,61.0,26.0,0.0,22.62,0.0,0.0,18.0,0.0,0.0,14.0,38.0,436.0,0.0,0.0,13.0,8.0,13.0,12.0,3.0,3.0,0.0,0.0,3.0,52.0
293,8.0,1.0,0.0,63.0,30.0,0.0,26.07,0.0,0.0,27.0,0.0,0.0,25.0,26.0,455.0,0.0,2.0,22.0,3.0,13.0,12.0,1.0,7.0,0.0,0.0,3.0,55.0
294,1.0,3.0,0.0,63.0,14.0,0.0,39.4,0.0,0.0,19.0,0.0,0.0,0.0,26.0,412.0,0.0,1.0,32.0,8.0,18.0,10.0,4.0,8.0,0.0,0.0,4.0,39.0
295,3.0,2.0,0.0,61.0,25.0,0.0,33.33,0.0,0.0,28.0,0.0,0.0,28.0,10.0,396.0,0.0,1.0,29.0,8.0,17.0,11.0,3.0,7.0,0.0,0.0,1.0,37.0
296,6.0,5.0,0.0,58.0,27.0,0.0,26.05,0.0,0.0,26.0,0.0,0.0,0.0,24.0,403.0,0.0,0.0,17.0,6.0,14.0,10.0,1.0,3.0,0.0,0.0,2.0,49.0
297,6.0,5.0,0.0,63.0,12.0,0.0,34.55,0.0,0.0,28.0,0.0,0.0,0.0,32.0,344.0,0.0,0.0,13.0,3.0,15.0,9.0,3.0,8.0,12.0,0.0,1.0,37.0
298,2.0,1.0,0.0,58.0,18.0,0.0,30.94,0.0,0.0,28.0,0.0,0.0,17.0,40.0,334.0,0.0,1.0,36.0,2.0,14.0,11.0,2.0,4.0,0.0,0.0,3.0,52.0
299,2.0,7.0,0.0,64.0,23.0,0.0,37.82,0.0,0.0,20.0,0.0,0.0,13.0,12.0,417.0,0.0,1.0,37.0,7.0,15.0,9.0,2.0,5.0,0.0,11.0,2.0,50.0
300,9.0,9.0,0.0,59.0,19.0,0.0,33.27,0.0,0.0,22.0,0.0,0.0,20.0,28.0,295.0,0.0,2.0,28.0,4.0,17.0,9.0,1.0,4.0,0.0,0.0,2.0,48.0
301,7.0,6.0,0.0,61.0,24.0,0.0,21.54,5.55,4.0,24.0,0.0,0.0,0.0,26.0,337.0,1.0,1.0,29.0,6.0,15.0,9.0,2.0,8.0,0.0,0.0,1.0,33.0
302,6.0,7.0,0.0,64.0,23.0,0.0,30.44,0.0,0.0,18.0,0.0,0.0,28.0,39.0,315.0,0.0,2.0,10.0,2.0,16.0,9.0,4.0,7.0,0.0,0.0,3.0,45.0
303,10.0,9.0,50.0,61.0,16.0,0.0,39.93,0.0,0.0,25.0,0.0,0.0,18.0,37.0,373.0,0.0,1.0,19.0,5.0,18.0,9.0,2.0,6.0,0.0,0.0,3.0,48.0
304,10.0,5.0,0.0,61.0,25.0,0.0,24.62,0.0,0.0,17.0,0.0,0.0,27.0,32.0,374.0,3.0,0.0,10.0,2.0,14.0,11.0,2.0,2.0,0.0,0.0,3.0,37.0
305,2.0,8.0,0.0,63.0,24.0,0.0,30.61,0.0,0.0,17.0,0.0,0.0,0.0,30.0,453.0,0.0,0.0,23.0,7.0,14.0,8.0,2.0,8.0,0.0,0.0,4.0,36.0
306,10.0,3.0,0.0,62.0,14.0,0.0,32.01,0.0,6.0,24.0,0.0,0.0,0.0,22.0,418.0,0.0,2.0,31.0,7.0,17.0,12.0,4.0,4.0,0.0,0.0,4.0,52.0
307,10.0,2.0,0.0,61.0,13.0,0.0,34.1,0.0,0.0,24.0,0.0,0.0,0.0,29.0,375.0,0.0,2.0,13.0,6.0,17.0,12.0,3.0,6.0,0.0,0.0,1.0,36.0
308,3.0,5.0,0.0,62.0,29.0,0.0,35.38,0.0,0.0,24.0,0.0,6.0,0.0,34.0,399.0,0.0,1.0,32.0,2.0,17.0,11.0,1.0,8.0,0.0,0.0,2.0,44.0
309,2.0,9.0,0.0,62.0,32.0,0.0,35.78,0.0,0.0,18.0,0.0,0.0,0.0,15.0,381.0,0.0,0.0,26.0,4.0,13.0,11.0,2.0,5.0,0.0,0.0,1.0,50.0
310,3.0,3.0,0.0,59.0,16.0,0.0,33.63,0.0,0.0,24.0,0.0,0.0,30.0,28.0,330.0,0.0,0.0,38.0,3.0,19.0,10.0,3.0,5.0,0.0,0.0,2.0,48.0
311,6.0,9.0,0.0,58.0,17.0,0.0,28.24,0.0,0.0,28.0,0.0,0.0,26.0,37.0,375.0,0.0,0.0,13.0,7.0,16.0,9.0,4.0,8.0,0.0,0.0,1.0,52.0
312,6.0,1.0,0.0,58.0,27.0,0.0,22.8,0.0,0.0,17.0,0.0,0.0,0.0,21.0,357.0,0.0,1.0,27.0,3.0,19.0,12.0,1.0,5.0,0.0,0.0,3.0,47.0
313,4.0,7.0,0.0,62.0,24.0,0.0,27.62,0.0,0.0,28.0,0.0,0.0,0.0,38.0,410.0,0.0,0.0,18.0,8.0,17.0,10.0,2.0,3.0,0.0,0.0,2.0,55.0
314,6.0,8.0,0.0,62.0,30.0,0.0,28.25,0.0,0.0,23.0,0.0,0.0,0.0,37.0,297.0,2.0,1.0,21.0,2.0,17.0,11.0,3.0,2.0,0.0,14.0,3.0,34.0
315,1.0,3.0,0.0,60.0,17.0,0.0,26.53,0.0,0.0,25.0,0.0,0.0,0.0,26.0,424.0,0.0,0.0,39.0,7.0,19.0,10.0,3.0,3.0,0.0,0.0,1.0,34.0
316,8.0,2.0,0.0,59.0,23.0,0.0,27.5,0.0,0.0,19.0,0.0,0.0,20.0,23.0,432.0,0.0,2.0,27.0,8.0,19.0,11.0,3.0,6.0,0.0,0.0,3.0,32.0
317,1.0,1.0,0.0,62.0,13.0,0.0,38.07,0.0,0.0,18.0,0.0,0.0,0.0,24.0,298.0,0.0,2.0,17.0,6.0,12.0,10.0,3.0,4.0,0.0,0.0,1.0,47.0
318,1.0,7.0,0.0,59.0,22.0,0.0,24.23,0.0,0.0,22.0,0.0,0.0,25.0,31.0,343.0,0.0,0.0,21.0,3.0,17.0,11.0,4.0,4.0,0.0,0.0,3.0,40.0
319,4.0,8.0,0.0,63.0,28.0,0.0,33.51,0.0,2.0,20.0,0.0,0.0,21.0,19.0,283.0,0.0,0.0,11.0,7.0,13.0,10.0,1.0,2.0,0.0,0.0,4.0,43.0
320,7.0,6.0,0.0,64.0,16.0,0.0,31.78,0.0,0.0,27.0,0.0,0.0,16.0,14.0,298.0,0.0,0.0,19.0,4.0,14.0,11.0,2.0,5.0,0.0,0.0,2.0,55.0
321,2.0,8.0,0.0,61.0,27.0,0.0,32.17,0.0,0.0,25.0,0.0,0.0,0.0,29.0,376.0,0.0,1.0,18.0,5.0,13.0,12.0,4.0,3.0,0.0,0.0,3.0,55.0
322,3.0,9.0,0.0,59.0,30.0,0.0,37.67,0.0,0.0,27.0,0.0,0.0,11.0,29.0,326.0,0.0,1.0,12.0,3.0,19.0,12.0,4.0,5.0,0.0,13.0,3.0,52.0
323,5.0,9.0,0.0,61.0,13.0,0.0,34.81,0.0,0.0,25.0,0.0,0.0,0.0,18.0,328.0,0.0,0.0,35.0,3.0,17.0,9.0,3.0,5.0,0.0,0.0,4.0,50.0
324,3.0,8.0,0.0,58.0,21.0,0.0,28.72,0.0,0.0,17.0,0.0,0.0,21.0,15.0,329.0,0.0,0.0,32.0,6.0,16.0,10.0,4.0,7.0,0.0,0.0,2.0,52.0
325,5.0,7.0,0.0,60.0,32.0,-2.0,36.47,0.0,0.0,17.0,0.0,0.0,0.0,40.0,444.0,0.0,1.0,23.0,6.0,19.0,11.0,1.0,4.0,0.0,0.0,3.0,54.0
326,10.0,10.0,0.0,62.0,32.0,0.0,32.17,0.0,0.0,17.0,0.0,0.0,12.0,24.0,334.0,0.0,0.0,33.0,4.0,15.0,11.0,3.0,6.0,0.0,0.0,2.0,35.0
327,6.0,2.0,0.0,64.0,14.0,0.0,27.56,0.0,0.0,19.0,0.0,0.0,0.0,23.0,331.0,0.0,0.0,21.0,4.0,18.0,9.0,1.0,4.0,0.0,0.0,3.0,43.0
328,3.0,1.0,0.0,58.0,19.0,0.0,25.39,0.0,2.0,22.0,0.0,3.0,10.0,25.0,454.0,0.0,0.0,21.0,4.0,14.0,9.0,1.0,4.0,0.0,0.0,2.0,33.0
329,6.0,10.0,0.0,62.0,17.0,0.0,22.54,0.0,0.0,25.0,0.0,0.0,0.0,34.0,335.0,0.0,1.0,21.0,6.0,18.0,10.0,2.0,7.0,0.0,0.0,4.0,36.0
330,4.0,8.0,0.0,63.0,15.0,0.0,22.55,0.0,2.0,20.0,0.0,0.0,26.0,37.0,409.0,0.0,1.0,33.0,3.0,15.0,10.0,2.0,2.0,0.0,0.0,3.0,49.0
331,8.0,3.0,0.0,58.0,26.0,0.0,33.19,0.0,0.0,19.0,0.0,0.0,0.0,19.0,275.0,0.0,2.0,40.0,2.0,19.0,11.0,2.0,7.0,0.0,0.0,4.0,33.0
332,8.0,6.0,0.0,61.0,14.0,0.0,28.38,0.0,0.0,21.0,0.0,0.0,0.0,29.0,298.0,0.0,2.0,37.0,5.0,14.0,8.0,3.0,8.0,0.0,0.0,4.0,45.0
333,3.0,7.0,0.0,63.0,15.0,0.0,30.74,4.04,0.0,19.0,0.0,0.0,0.0,20.0,309.0,0.0,1.0,35.0,2.0,15.0,9.0,4.0,2.0,0.0,0.0,3.0,32.0
334,8.0,8.0,0.0,63.0,31.0,0.0,24.52,0.0,0.0,21.0,0.0,0.0,13.0,24.0,358.0,0.0,0.0,35.0,7.0,16.0,9.0,3.0,7.0,0.0,0.0,2.0,51.0
335,5.0,1.0,0.0,64.0,30.0,0.0,21.72,0.0,0.0,26.0,0.0,0.0,0.0,27.0,385.0,2.0,0.0,23.0,8.0,12.0,10.0,4.0,3.0,0.0,0.0,4.0,38.0
336,1.0,4.0,0.0,62.0,14.0,0.0,31.0,0.0,0.0,25.0,0.0,0.0,0.0,20.0,378.0,0.0,0.0,39.0,4.0,14.0,11.0,1.0,8.0,0.0,0.0,1.0,41.0
337,8.0,7.0,0.0,63.0,30.0,0.0,37.88,0.0,0.0,20.0,0.0,0.0,11.0,22.0,409.0,0.0,1.0,15.0,5.0,19.0,11.0,1.0,6.0,17.0,0.0,1.0,50.0
338,7.0,6.0,0.0,63.0,30.0,0.0,35.15,0.0,0.0,23.0,0.0,0.0,0.0,36.0,410.0,0.0,1.0,10.0,7.0,18.0,10.0,4.0,8.0,0.0,0.0,4.0,39.0
339,5.0,3.0,0.0,62.0,14.0,0.0,30.53,0.0,6.0,22.0,6.0,0.0,0.0,23.0,282.0,0.0,2.0,27.0,3.0,16.0,9.0,4.0,2.0,0.0,0.0,1.0,53.0
340,10.0,9.0,50.0,58.0,19.0,0.0,39.35,0.0,0.0,24.0,0.0,0.0,14.0,18.0,327.0,0.0,0.0,10.0,5.0,18.0,8.0,4.0,8.0,0.0,0.0,3.0,40.0
341,7.0,7.0,0.0,61.0,29.0,0.0,33.23,0.0,0.0,25.0,0.0,0.0,0.0,31.0,439.0,0.0,2.0,11.0,8.0,15.0,9.0,3.0,7.0,0.0,0.0,1.0,32.0
342,6.0,4.0,0.0,59.0,17.0,0.0,39.17,0.0,0.0,24.0,0.0,0.0,0.0,15.0,418.0,0.0,2.0,27.0,8.0,12.0,9.0,4.0,4.0,0.0,0.0,4.0,38.0
343,10.0,3.0,0.0,62.0,19.0,0.0,30.95,0.0,0.0,25.0,0.0,0.0,0.0,37.0,342.0,0.0,2.0,35.0,4.0,16.0,8.0,4.0,6.0,0.0,0.0,3.0,38.0
344,9.0,4.0,0.0,62.0,31.0,-1.0,36.37,0.0,0.0,25.0,0.0,0.0,0.0,34.0,423.0,0.0,2.0,37.0,7.0,12.0,8.0,1.0,8.0,0.0,0.0,1.0,40.0
345,6.0,7.0,0.0,60.0,12.0,0.0,25.85,0.0,0.0,19.0,0.0,0.0,23.0,33.0,377.0,0.0,2.0,36.0,6.0,18.0,11.0,2.0,2.0,0.0,0.0,3.0,33.0
346,5.0,8.0,0.0,63.0,25.0,0.0,26.97,0.0,0.0,21.0,0.0,0.0,26.0,16.0,344.0,0.0,1.0,36.0,5.0,18.0,11.0,2.0,7.0,0.0,18.0,4.0,43.0
347,2.0,8.0,0.0,64.0,15.0,0.0,22.31,0.0,0.0,26.0,0.0,0.0,17.0,22.0,269.0,0.0,1.0,33.0,6.0,16.0,8.0,3.0,2.0,0.0,0.0,2.0,48.0
348,9.0,4.0,0.0,58.0,27.0,0.0,25.28,0.0,0.0,25.0,0.0,0.0,0.0,40.0,272.0,0.0,2.0,13.0,3.0,13.0,9.0,2.0,2.0,0.0,0.0,1.0,35.0
349,2.0,1.0,0.0,63.0,16.0,0.0,32.06,0.0,8.0,28.0,8.0,0.0,0.0,22.0,291.0,0.0,1.0,27.0,3.0,12.0,10.0,4.0,3.0,0.0,0.0,2.0,51.0
350,2.0,5.0,0.0,59.0,13.0,0.0,33.37,0.0,0.0,28.0,0.0,0.0,15.0,28.0,363.0,0.0,0.0,14.0,6.0,16.0,8.0,2.0,7.0,0.0,0.0,2.0,54.0
351,4.0,4.0,0.0,58.0,27.0,0.0,20.13,6.59,0.0,17.0,0.0,0.0,0.0,34.0,318.0,0.0,0.0,11.0,5.0,18.0,12.0,1.0,8.0,0.0,0.0,4.0,41.0
352,2.0,2.0,0.0,62.0,14.0,0.0,20.05,0.0,0.0,20.0,0.0,0.0,17.0,34.0,342.0,0.0,1.0,18.0,5.0,17.0,10.0,1.0,7.0,0.0,0.0,4.0,49.0
353,6.0,6.0,0.0,62.0,24.0,0.0,31.74,0.0,0.0,24.0,0.0,0.0,0.0,29.0,269.0,0.0,2.0,29.0,8.0,14.0,11.0,2.0,3.0,0.0,0.0,1.0,37.0
354,7.0,4.0,0.0,58.0,29.0,0.0,27.65,0.0,0.0,20.0,0.0,0.0,14.0,16.0,463.0,0.0,1.0,37.0,7.0,17.0,11.0,4.0,8.0,0.0,0.0,4.0,33.0
355,4.0,9.0,0.0,60.0,19.0,0.0,34.81,0.0,0.0,23.0,0.0,4.0,25.0,38.0,463.0,0.0,2.0,13.0,8.0,13.0,8.0,2.0,3.0,0.0,0.0,2.0,44.0
356,8.0,2.0,62.0,60.0,14.0,0.0,35.89,0.0,0.0,18.0,0.0,0.0,22.0,31.0,440.0,0.0,0.0,30.0,4.0,18.0,12.0,3.0,7.0,0.0,0.0,4.0,38.0
357,10.0,10.0,0.0,63.0,16.0,0.0,37.24,0.0,0.0,20.0,0.0,0.0,0.0,19.0,443.0,0.0,0.0,21.0,3.0,16.0,11.0,1.0,2.0,0.0,0.0,3.0,43.0
358,2.0,3.0,0.0,60.0,22.0,0.0,32.99,0.0,0.0,22.0,0.0,0.0,0.0,23.0,294.0,0.0,2.0,28.0,3.0,14.0,8.0,4.0,2.0,0.0,0.0,3.0,49.0
359,1.0,4.0,0.0,64.0,21.0,0.0,32.89,0.0,5.0,23.0,0.0,0.0,18.0,28.0,286.0,0.0,1.0,16.0,8.0,12.0,8.0,4.0,5.0,0.0,0.0,1.0,43.0
360,4.0,7.0,0.0,62.0,17.0,0.0,37.97,0.0,0.0,23.0,0.0,0.0,0.0,34.0,353.0,0.0,0.0,35.0,7.0,17.0,11.0,4.0,4.0,0.0,0.0,4.0,37.0
361,2.0,7.0,0.0,60.0,13.0,0.0,37.79,0.0,0.0,19.0,0.0,0.0,26.0,15.0,305.0,0.0,1.0,34.0,2.0,18.0,8.0,4.0,2.0,0.0,0.0,3.0,52.0
362,8.0,1.0,0.0,59.0,13.0,0.0,23.08,0.0,0.0,25.0,0.0,0.0,0.0,28.0,356.0,0.0,0.0,21.0,6.0,19.0,9.0,3.0,2.0,0.0,0.0,1.0,44.0
363,7.0,8.0,0.0,62.0,16.0,0.0,30.55,0.0,0.0,19.0,0.0,0.0,0.0,22.0,384.0,0.0,1.0,24.0,2.0,19.0,10.0,1.0,7.0,0.0,0.0,3.0,52.0
364,6.0,1.0,0.0,61.0,22.0,0.0,25.27,0.0,0.0,24.0,0.0,0.0,24.0,20.0,355.0,0.0,0.0,36.0,3.0,15.0,12.0,2.0,3.0,0.0,0.0,4.0,55.0
365,1.0,2.0,0.0,64.0,12.0,0.0,28.14,0.0,0.0,24.0,0.0,0.0,12.0,34.0,352.0,0.0,2.0,17.0,3.0,15.0,10.0,1.0,6.0,0.0,0.0,2.0,36.0
366,2.0,1.0,0.0,59.0,24.0,0.0,24.01,0.0,0.0,22.0,0.0,0.0,13.0,29.0,337.0,0.0,2.0,31.0,4.0,19.0,12.0,4.0,8.0,0.0,0.0,1.0,47.0
367,4.0,2.0,0.0,61.0,18.0,0.0,27.77,0.0,0.0,24.0,0.0,0.0,0.0,15.0,456.0,0.0,0.0,18.0,4.0,15.0,8.0,3.0,6.0,0.0,0.0,2.0,52.0
368,2.0,6.0,61.0,58.0,12.0,0.0,28.84,0.0,0.0,22.0,0.0,0.0,0.0,16.0,365.0,0.0,0.0,40.0,6.0,17.0,10.0,4.0,2.0,0.0,0.0,1.0,46.0
369,2.0,8.0,0.0,59.0,27.0,0.0,22.12,0.0,0.0,18.0,0.0,0.0,0.0,22.0,316.0,0.0,1.0,26.0,4.0,17.0,9.0,4.0,6.0,0.0,0.0,2.0,50.0
370,2.0,7.0,0.0,64.0,28.0,0.0,39.32,0.0,0.0,22.0,0.0,0.0,15.0,11.0,275.0,0.0,2.0,39.0,4.0,14.0,12.0,2.0,5.0,0.0,0.0,2.0,38.0
